WKT,id,x_center,y_center
"POLYGON ((124.134521484374403 7.046379130937695,124.134521484374403 7.057282352971561,124.145507812499389 7.057282352971562,124.145507812499389 7.046379130937694,124.134521484374403 7.046379130937695))",4805,124.140015,7.051831
"POLYGON ((124.134521484374403 7.035475652433013,124.134521484374403 7.046379130937695,124.145507812499389 7.046379130937694,124.145507812499389 7.035475652433012,124.134521484374403 7.035475652433013))",4806,124.140015,7.040927
"POLYGON ((124.134521484374403 7.02457191784636,124.134521484374403 7.035475652433013,124.145507812499389 7.035475652433012,124.145507812499389 7.024571917846359,124.134521484374403 7.02457191784636))",4807,124.140015,7.030024
"POLYGON ((124.134521484374403 7.013667927566621,124.134521484374403 7.02457191784636,124.145507812499389 7.024571917846359,124.145507812499389 7.013667927566621,124.134521484374403 7.013667927566621))",4808,124.140015,7.019120
"POLYGON ((124.134521484374403 7.002763681982731,124.134521484374403 7.013667927566621,124.145507812499389 7.013667927566621,124.145507812499389 7.002763681982731,124.134521484374403 7.002763681982731))",4809,124.140015,7.008216
"POLYGON ((124.134521484374403 6.991859181483675,124.134521484374403 7.002763681982731,124.145507812499389 7.002763681982731,124.145507812499389 6.991859181483676,124.134521484374403 6.991859181483675))",4810,124.140015,6.997311
"POLYGON ((124.134521484374403 6.980954426458479,124.134521484374403 6.991859181483675,124.145507812499389 6.991859181483676,124.145507812499389 6.980954426458478,124.134521484374403 6.980954426458479))",4811,124.140015,6.986407
"POLYGON ((124.145507812499389 7.264394325339769,124.145507812499389 7.275292336372158,124.156494140624375 7.275292336372158,124.156494140624375 7.264394325339767,124.145507812499389 7.264394325339769))",4880,124.151001,7.269843
"POLYGON ((124.145507812499389 7.253496050069522,124.145507812499389 7.264394325339769,124.156494140624375 7.264394325339767,124.156494140624375 7.253496050069524,124.145507812499389 7.253496050069522))",4881,124.151001,7.258945
"POLYGON ((124.145507812499389 7.242597510949325,124.145507812499389 7.253496050069522,124.156494140624375 7.253496050069524,124.156494140624375 7.242597510949324,124.145507812499389 7.242597510949325))",4882,124.151001,7.248047
"POLYGON ((124.145507812499389 7.231698708367126,124.145507812499389 7.242597510949325,124.156494140624375 7.242597510949324,124.156494140624375 7.231698708367125,124.145507812499389 7.231698708367126))",4883,124.151001,7.237148
"POLYGON ((124.145507812499389 7.220799642710923,124.145507812499389 7.231698708367126,124.156494140624375 7.231698708367125,124.156494140624375 7.220799642710921,124.145507812499389 7.220799642710923))",4884,124.151001,7.226249
"POLYGON ((124.145507812499389 7.209900314368765,124.145507812499389 7.220799642710923,124.156494140624375 7.220799642710921,124.156494140624375 7.209900314368765,124.145507812499389 7.209900314368765))",4885,124.151001,7.215350
"POLYGON ((124.145507812499389 7.199000723728751,124.145507812499389 7.209900314368765,124.156494140624375 7.209900314368765,124.156494140624375 7.199000723728749,124.145507812499389 7.199000723728751))",4886,124.151001,7.204451
"POLYGON ((124.145507812499389 7.188100871179007,124.145507812499389 7.199000723728751,124.156494140624375 7.199000723728749,124.156494140624375 7.188100871179007,124.145507812499389 7.188100871179007))",4887,124.151001,7.193551
"POLYGON ((124.145507812499389 7.177200757107737,124.145507812499389 7.188100871179007,124.156494140624375 7.188100871179007,124.156494140624375 7.177200757107737,124.145507812499389 7.177200757107737))",4888,124.151001,7.182651
"POLYGON ((124.145507812499389 7.166300381903169,124.145507812499389 7.177200757107737,124.156494140624375 7.177200757107737,124.156494140624375 7.166300381903168,124.145507812499389 7.166300381903169))",4889,124.151001,7.171751
"POLYGON ((124.145507812499389 7.155399745953584,124.145507812499389 7.166300381903169,124.156494140624375 7.166300381903168,124.156494140624375 7.155399745953585,124.145507812499389 7.155399745953584))",4890,124.151001,7.160850
"POLYGON ((124.145507812499389 7.144498849647316,124.145507812499389 7.155399745953584,124.156494140624375 7.155399745953585,124.156494140624375 7.144498849647316,124.145507812499389 7.144498849647316))",4891,124.151001,7.149949
"POLYGON ((124.145507812499389 7.133597693372743,124.145507812499389 7.144498849647316,124.156494140624375 7.144498849647316,124.156494140624375 7.133597693372741,124.145507812499389 7.133597693372743))",4892,124.151001,7.139048
"POLYGON ((124.145507812499389 7.122696277518282,124.145507812499389 7.133597693372743,124.156494140624375 7.133597693372741,124.156494140624375 7.122696277518282,124.145507812499389 7.122696277518282))",4893,124.151001,7.128147
"POLYGON ((124.145507812499389 7.111794602472411,124.145507812499389 7.122696277518282,124.156494140624375 7.122696277518282,124.156494140624375 7.111794602472409,124.145507812499389 7.111794602472411))",4894,124.151001,7.117245
"POLYGON ((124.145507812499389 7.100892668623637,124.145507812499389 7.111794602472411,124.156494140624375 7.111794602472409,124.156494140624375 7.100892668623636,124.145507812499389 7.100892668623637))",4895,124.151001,7.106344
"POLYGON ((124.145507812499389 7.089990476360534,124.145507812499389 7.100892668623637,124.156494140624375 7.100892668623636,124.156494140624375 7.089990476360533,124.145507812499389 7.089990476360534))",4896,124.151001,7.095442
"POLYGON ((124.145507812499389 7.079088026071706,124.145507812499389 7.089990476360534,124.156494140624375 7.089990476360533,124.156494140624375 7.079088026071705,124.145507812499389 7.079088026071706))",4897,124.151001,7.084539
"POLYGON ((124.145507812499389 7.068185318145817,124.145507812499389 7.079088026071706,124.156494140624375 7.079088026071705,124.156494140624375 7.068185318145815,124.145507812499389 7.068185318145817))",4898,124.151001,7.073637
"POLYGON ((124.145507812499389 7.057282352971562,124.145507812499389 7.068185318145817,124.156494140624375 7.068185318145815,124.156494140624375 7.05728235297156,124.145507812499389 7.057282352971562))",4899,124.151001,7.062734
"POLYGON ((124.145507812499389 7.046379130937694,124.145507812499389 7.057282352971562,124.156494140624375 7.05728235297156,124.156494140624375 7.046379130937694,124.145507812499389 7.046379130937694))",4900,124.151001,7.051831
"POLYGON ((124.156494140624375 7.286190082778832,124.156494140624375 7.297087564171989,124.167480468749332 7.297087564171989,124.167480468749332 7.286190082778832,124.156494140624375 7.286190082778832))",4973,124.161987,7.291639
"POLYGON ((124.156494140624375 7.275292336372158,124.156494140624375 7.286190082778832,124.167480468749332 7.286190082778832,124.167480468749332 7.275292336372156,124.156494140624375 7.275292336372158))",4974,124.161987,7.280741
"POLYGON ((124.156494140624375 7.264394325339767,124.156494140624375 7.275292336372158,124.167480468749332 7.275292336372156,124.167480468749332 7.264394325339764,124.156494140624375 7.264394325339767))",4975,124.161987,7.269843
"POLYGON ((124.156494140624375 7.253496050069524,124.156494140624375 7.264394325339767,124.167480468749332 7.264394325339764,124.167480468749332 7.253496050069522,124.156494140624375 7.253496050069524))",4976,124.161987,7.258945
"POLYGON ((124.156494140624375 7.242597510949324,124.156494140624375 7.253496050069524,124.167480468749332 7.253496050069522,124.167480468749332 7.242597510949324,124.156494140624375 7.242597510949324))",4977,124.161987,7.248047
"POLYGON ((124.156494140624375 7.231698708367125,124.156494140624375 7.242597510949324,124.167480468749332 7.242597510949324,124.167480468749332 7.231698708367123,124.156494140624375 7.231698708367125))",4978,124.161987,7.237148
"POLYGON ((124.156494140624375 7.220799642710921,124.156494140624375 7.231698708367125,124.167480468749332 7.231698708367123,124.167480468749332 7.220799642710921,124.156494140624375 7.220799642710921))",4979,124.161987,7.226249
"POLYGON ((124.156494140624375 7.209900314368765,124.156494140624375 7.220799642710921,124.167480468749332 7.220799642710921,124.167480468749332 7.209900314368765,124.156494140624375 7.209900314368765))",4980,124.161987,7.215350
"POLYGON ((124.156494140624375 7.199000723728749,124.156494140624375 7.209900314368765,124.167480468749332 7.209900314368765,124.167480468749332 7.199000723728749,124.156494140624375 7.199000723728749))",4981,124.161987,7.204451
"POLYGON ((124.156494140624375 7.188100871179007,124.156494140624375 7.199000723728749,124.167480468749332 7.199000723728749,124.167480468749332 7.188100871179006,124.156494140624375 7.188100871179007))",4982,124.161987,7.193551
"POLYGON ((124.156494140624375 7.177200757107737,124.156494140624375 7.188100871179007,124.167480468749332 7.188100871179006,124.167480468749332 7.177200757107734,124.156494140624375 7.177200757107737))",4983,124.161987,7.182651
"POLYGON ((124.156494140624375 7.166300381903168,124.156494140624375 7.177200757107737,124.167480468749332 7.177200757107734,124.167480468749332 7.166300381903167,124.156494140624375 7.166300381903168))",4984,124.161987,7.171751
"POLYGON ((124.156494140624375 7.155399745953585,124.156494140624375 7.166300381903168,124.167480468749332 7.166300381903167,124.167480468749332 7.155399745953583,124.156494140624375 7.155399745953585))",4985,124.161987,7.160850
"POLYGON ((124.156494140624375 7.144498849647316,124.156494140624375 7.155399745953585,124.167480468749332 7.155399745953583,124.167480468749332 7.144498849647315,124.156494140624375 7.144498849647316))",4986,124.161987,7.149949
"POLYGON ((124.156494140624375 7.133597693372741,124.156494140624375 7.144498849647316,124.167480468749332 7.144498849647315,124.167480468749332 7.133597693372741,124.156494140624375 7.133597693372741))",4987,124.161987,7.139048
"POLYGON ((124.156494140624375 7.122696277518282,124.156494140624375 7.133597693372741,124.167480468749332 7.133597693372741,124.167480468749332 7.122696277518282,124.156494140624375 7.122696277518282))",4988,124.161987,7.128147
"POLYGON ((124.156494140624375 7.111794602472409,124.156494140624375 7.122696277518282,124.167480468749332 7.122696277518282,124.167480468749332 7.11179460247241,124.156494140624375 7.111794602472409))",4989,124.161987,7.117245
"POLYGON ((124.156494140624375 7.100892668623636,124.156494140624375 7.111794602472409,124.167480468749332 7.11179460247241,124.167480468749332 7.100892668623636,124.156494140624375 7.100892668623636))",4990,124.161987,7.106344
"POLYGON ((124.156494140624375 7.089990476360533,124.156494140624375 7.100892668623636,124.167480468749332 7.100892668623636,124.167480468749332 7.089990476360533,124.156494140624375 7.089990476360533))",4991,124.161987,7.095442
"POLYGON ((124.156494140624375 7.079088026071705,124.156494140624375 7.089990476360533,124.167480468749332 7.089990476360533,124.167480468749332 7.079088026071705,124.156494140624375 7.079088026071705))",4992,124.161987,7.084539
"POLYGON ((124.156494140624375 7.068185318145815,124.156494140624375 7.079088026071705,124.167480468749332 7.079088026071705,124.167480468749332 7.068185318145814,124.156494140624375 7.068185318145815))",4993,124.161987,7.073637
"POLYGON ((124.156494140624375 7.05728235297156,124.156494140624375 7.068185318145815,124.167480468749332 7.068185318145814,124.167480468749332 7.057282352971559,124.156494140624375 7.05728235297156))",4994,124.161987,7.062734
"POLYGON ((124.156494140624375 7.046379130937694,124.156494140624375 7.05728235297156,124.167480468749332 7.057282352971559,124.167480468749332 7.046379130937694,124.156494140624375 7.046379130937694))",4995,124.161987,7.051831
"POLYGON ((124.156494140624375 7.035475652433012,124.156494140624375 7.046379130937694,124.167480468749332 7.046379130937694,124.167480468749332 7.035475652433012,124.156494140624375 7.035475652433012))",4996,124.161987,7.040927
"POLYGON ((124.156494140624375 7.024571917846357,124.156494140624375 7.035475652433012,124.167480468749332 7.035475652433012,124.167480468749332 7.024571917846356,124.156494140624375 7.024571917846357))",4997,124.161987,7.030024
"POLYGON ((124.156494140624375 7.013667927566622,124.156494140624375 7.024571917846357,124.167480468749332 7.024571917846356,124.167480468749332 7.01366792756662,124.156494140624375 7.013667927566622))",4998,124.161987,7.019120
"POLYGON ((124.156494140624375 7.00276368198273,124.156494140624375 7.013667927566622,124.167480468749332 7.01366792756662,124.167480468749332 7.00276368198273,124.156494140624375 7.00276368198273))",4999,124.161987,7.008216
"POLYGON ((124.156494140624375 6.991859181483674,124.156494140624375 7.00276368198273,124.167480468749332 7.00276368198273,124.167480468749332 6.991859181483673,124.156494140624375 6.991859181483674))",5000,124.161987,6.997311
"POLYGON ((124.156494140624375 6.980954426458477,124.156494140624375 6.991859181483674,124.167480468749332 6.991859181483673,124.167480468749332 6.980954426458475,124.156494140624375 6.980954426458477))",5001,124.161987,6.986407
"POLYGON ((124.156494140624375 6.970049417296213,124.156494140624375 6.980954426458477,124.167480468749332 6.980954426458475,124.167480468749332 6.970049417296212,124.156494140624375 6.970049417296213))",5002,124.161987,6.975502
"POLYGON ((124.156494140624375 6.959144154385998,124.156494140624375 6.970049417296213,124.167480468749332 6.970049417296212,124.167480468749332 6.959144154385998,124.156494140624375 6.959144154385998))",5003,124.161987,6.964597
"POLYGON ((124.156494140624375 6.948238638117,124.156494140624375 6.959144154385998,124.167480468749332 6.959144154385998,124.167480468749332 6.948238638117,124.156494140624375 6.948238638117))",5004,124.161987,6.953691
"POLYGON ((124.156494140624375 6.93733286887843,124.156494140624375 6.948238638117,124.167480468749332 6.948238638117,124.167480468749332 6.937332868878429,124.156494140624375 6.93733286887843))",5005,124.161987,6.942786
"POLYGON ((124.156494140624375 6.926426847059544,124.156494140624375 6.93733286887843,124.167480468749332 6.937332868878429,124.167480468749332 6.926426847059542,124.156494140624375 6.926426847059544))",5006,124.161987,6.931880
"POLYGON ((124.156494140624375 6.91552057304964,124.156494140624375 6.926426847059544,124.167480468749332 6.926426847059542,124.167480468749332 6.915520573049638,124.156494140624375 6.91552057304964))",5007,124.161987,6.920974
"POLYGON ((124.156494140624375 6.904614047238071,124.156494140624375 6.91552057304964,124.167480468749332 6.915520573049638,124.167480468749332 6.90461404723807,124.156494140624375 6.904614047238071))",5008,124.161987,6.910067
"POLYGON ((124.156494140624375 6.893707270014224,124.156494140624375 6.904614047238071,124.167480468749332 6.90461404723807,124.167480468749332 6.893707270014223,124.156494140624375 6.893707270014224))",5009,124.161987,6.899161
"POLYGON ((124.156494140624375 6.882800241767541,124.156494140624375 6.893707270014224,124.167480468749332 6.893707270014223,124.167480468749332 6.882800241767541,124.156494140624375 6.882800241767541))",5010,124.161987,6.888254
"POLYGON ((124.156494140624375 6.871892962887506,124.156494140624375 6.882800241767541,124.167480468749332 6.882800241767541,124.167480468749304 6.871892962887506,124.156494140624375 6.871892962887506))",5011,124.161987,6.877347
"POLYGON ((124.156494140624375 6.860985433763647,124.156494140624375 6.871892962887506,124.167480468749304 6.871892962887506,124.167480468749304 6.860985433763647,124.156494140624375 6.860985433763647))",5012,124.161987,6.866439
"POLYGON ((124.156494140624375 6.85007765478554,124.156494140624375 6.860985433763647,124.167480468749304 6.860985433763647,124.167480468749304 6.850077654785538,124.156494140624375 6.85007765478554))",5013,124.161987,6.855532
"POLYGON ((124.156494140624375 6.8391696263428,124.156494140624375 6.85007765478554,124.167480468749304 6.850077654785538,124.167480468749304 6.839169626342798,124.156494140624375 6.8391696263428))",5014,124.161987,6.844624
"POLYGON ((124.156494140624375 6.828261348825095,124.156494140624375 6.8391696263428,124.167480468749304 6.839169626342798,124.167480468749304 6.828261348825095,124.156494140624375 6.828261348825095))",5015,124.161987,6.833715
"POLYGON ((124.156494140624375 6.817352822622134,124.156494140624375 6.828261348825095,124.167480468749304 6.828261348825095,124.167480468749304 6.817352822622134,124.156494140624375 6.817352822622134))",5016,124.161987,6.822807
"POLYGON ((124.156494140624375 6.80644404812367,124.156494140624375 6.817352822622134,124.167480468749304 6.817352822622134,124.167480468749304 6.80644404812367,124.156494140624375 6.80644404812367))",5017,124.161987,6.811898
"POLYGON ((124.156494140624375 6.795535025719505,124.156494140624375 6.80644404812367,124.167480468749304 6.80644404812367,124.167480468749304 6.795535025719505,124.156494140624375 6.795535025719505))",5018,124.161987,6.800990
"POLYGON ((124.156494140624375 6.784625755799481,124.156494140624375 6.795535025719505,124.167480468749304 6.795535025719505,124.167480468749304 6.784625755799482,124.156494140624375 6.784625755799481))",5019,124.161987,6.790080
"POLYGON ((124.156494140624375 6.773716238753485,124.156494140624375 6.784625755799481,124.167480468749304 6.784625755799482,124.167480468749304 6.773716238753484,124.156494140624375 6.773716238753485))",5020,124.161987,6.779171
"POLYGON ((124.156494140624375 6.762806474971454,124.156494140624375 6.773716238753485,124.167480468749304 6.773716238753484,124.167480468749304 6.762806474971454,124.156494140624375 6.762806474971454))",5021,124.161987,6.768261
"POLYGON ((124.156494140624375 6.751896464843365,124.156494140624375 6.762806474971454,124.167480468749304 6.762806474971454,124.167480468749304 6.751896464843364,124.156494140624375 6.751896464843365))",5022,124.161987,6.757351
"POLYGON ((124.156494140624375 6.740986208759239,124.156494140624375 6.751896464843365,124.167480468749304 6.751896464843364,124.167480468749304 6.740986208759239,124.156494140624375 6.740986208759239))",5023,124.161987,6.746441
"POLYGON ((124.156494140624375 6.730075707109144,124.156494140624375 6.740986208759239,124.167480468749304 6.740986208759239,124.167480468749304 6.730075707109144,124.156494140624375 6.730075707109144))",5024,124.161987,6.735531
"POLYGON ((124.167480468749332 7.362466865535728,124.167480468749332 7.373362480979618,124.178466796874318 7.373362480979622,124.178466796874318 7.362466865535726,124.167480468749332 7.362466865535728))",5061,124.172974,7.367915
"POLYGON ((124.167480468749332 7.351570982365001,124.167480468749332 7.362466865535728,124.178466796874318 7.362466865535726,124.178466796874318 7.351570982364994,124.167480468749332 7.351570982365001))",5062,124.172974,7.357019
"POLYGON ((124.167480468749332 7.340674831854902,124.167480468749332 7.351570982365001,124.178466796874318 7.351570982364994,124.178466796874318 7.3406748318549,124.167480468749332 7.340674831854902))",5063,124.172974,7.346123
"POLYGON ((124.167480468749332 7.329778414392959,124.167480468749332 7.340674831854902,124.178466796874318 7.3406748318549,124.178466796874318 7.329778414392959,124.167480468749332 7.329778414392959))",5064,124.172974,7.335227
"POLYGON ((124.167480468749332 7.318881730366742,124.167480468749332 7.329778414392959,124.178466796874318 7.329778414392959,124.178466796874318 7.318881730366741,124.167480468749332 7.318881730366742))",5065,124.172974,7.324330
"POLYGON ((124.167480468749332 7.307984780163863,124.167480468749332 7.318881730366742,124.178466796874318 7.318881730366741,124.178466796874318 7.307984780163863,124.167480468749332 7.307984780163863))",5066,124.172974,7.313433
"POLYGON ((124.167480468749332 7.297087564171989,124.167480468749332 7.307984780163863,124.178466796874318 7.307984780163863,124.178466796874318 7.297087564171988,124.167480468749332 7.297087564171989))",5067,124.172974,7.302536
"POLYGON ((124.167480468749332 7.286190082778832,124.167480468749332 7.297087564171989,124.178466796874318 7.297087564171988,124.178466796874318 7.286190082778832,124.167480468749332 7.286190082778832))",5068,124.172974,7.291639
"POLYGON ((124.167480468749332 7.275292336372156,124.167480468749332 7.286190082778832,124.178466796874318 7.286190082778832,124.178466796874318 7.275292336372154,124.167480468749332 7.275292336372156))",5069,124.172974,7.280741
"POLYGON ((124.167480468749332 7.264394325339764,124.167480468749332 7.275292336372156,124.178466796874318 7.275292336372154,124.178466796874318 7.264394325339767,124.167480468749332 7.264394325339764))",5070,124.172974,7.269843
"POLYGON ((124.167480468749332 7.253496050069522,124.167480468749332 7.264394325339764,124.178466796874318 7.264394325339767,124.178466796874318 7.25349605006952,124.167480468749332 7.253496050069522))",5071,124.172974,7.258945
"POLYGON ((124.167480468749332 7.242597510949324,124.167480468749332 7.253496050069522,124.178466796874318 7.25349605006952,124.178466796874318 7.242597510949324,124.167480468749332 7.242597510949324))",5072,124.172974,7.248047
"POLYGON ((124.167480468749332 7.231698708367123,124.167480468749332 7.242597510949324,124.178466796874318 7.242597510949324,124.178466796874318 7.231698708367121,124.167480468749332 7.231698708367123))",5073,124.172974,7.237148
"POLYGON ((124.167480468749332 7.220799642710921,124.167480468749332 7.231698708367123,124.178466796874318 7.231698708367121,124.178466796874318 7.22079964271092,124.167480468749332 7.220799642710921))",5074,124.172974,7.226249
"POLYGON ((124.167480468749332 7.209900314368765,124.167480468749332 7.220799642710921,124.178466796874318 7.22079964271092,124.178466796874318 7.209900314368769,124.167480468749332 7.209900314368765))",5075,124.172974,7.215350
"POLYGON ((124.167480468749332 7.199000723728749,124.167480468749332 7.209900314368765,124.178466796874318 7.209900314368769,124.178466796874318 7.199000723728749,124.167480468749332 7.199000723728749))",5076,124.172974,7.204451
"POLYGON ((124.167480468749332 7.188100871179006,124.167480468749332 7.199000723728749,124.178466796874318 7.199000723728749,124.178466796874318 7.188100871179006,124.167480468749332 7.188100871179006))",5077,124.172974,7.193551
"POLYGON ((124.167480468749332 7.177200757107734,124.167480468749332 7.188100871179006,124.178466796874318 7.188100871179006,124.178466796874318 7.177200757107737,124.167480468749332 7.177200757107734))",5078,124.172974,7.182651
"POLYGON ((124.167480468749332 7.166300381903167,124.167480468749332 7.177200757107734,124.178466796874318 7.177200757107737,124.178466796874318 7.166300381903165,124.167480468749332 7.166300381903167))",5079,124.172974,7.171751
"POLYGON ((124.167480468749332 7.155399745953583,124.167480468749332 7.166300381903167,124.178466796874318 7.166300381903165,124.178466796874318 7.155399745953583,124.167480468749332 7.155399745953583))",5080,124.172974,7.160850
"POLYGON ((124.167480468749332 7.144498849647315,124.167480468749332 7.155399745953583,124.178466796874318 7.155399745953583,124.178466796874318 7.144498849647315,124.167480468749332 7.144498849647315))",5081,124.172974,7.149949
"POLYGON ((124.167480468749332 7.133597693372741,124.167480468749332 7.144498849647315,124.178466796874318 7.144498849647315,124.178466796874318 7.133597693372741,124.167480468749332 7.133597693372741))",5082,124.172974,7.139048
"POLYGON ((124.167480468749332 7.122696277518282,124.167480468749332 7.133597693372741,124.178466796874318 7.133597693372741,124.178466796874318 7.122696277518281,124.167480468749332 7.122696277518282))",5083,124.172974,7.128147
"POLYGON ((124.167480468749332 7.11179460247241,124.167480468749332 7.122696277518282,124.178466796874318 7.122696277518281,124.178466796874289 7.111794602472409,124.167480468749332 7.11179460247241))",5084,124.172974,7.117245
"POLYGON ((124.167480468749332 7.100892668623636,124.167480468749332 7.11179460247241,124.178466796874289 7.111794602472409,124.178466796874289 7.100892668623635,124.167480468749332 7.100892668623636))",5085,124.172974,7.106344
"POLYGON ((124.167480468749332 7.089990476360533,124.167480468749332 7.100892668623636,124.178466796874289 7.100892668623635,124.178466796874289 7.089990476360533,124.167480468749332 7.089990476360533))",5086,124.172974,7.095442
"POLYGON ((124.167480468749332 7.079088026071705,124.167480468749332 7.089990476360533,124.178466796874289 7.089990476360533,124.178466796874289 7.079088026071704,124.167480468749332 7.079088026071705))",5087,124.172974,7.084539
"POLYGON ((124.167480468749332 7.068185318145814,124.167480468749332 7.079088026071705,124.178466796874289 7.079088026071704,124.178466796874289 7.068185318145813,124.167480468749332 7.068185318145814))",5088,124.172974,7.073637
"POLYGON ((124.167480468749332 7.057282352971559,124.167480468749332 7.068185318145814,124.178466796874289 7.068185318145813,124.178466796874289 7.057282352971559,124.167480468749332 7.057282352971559))",5089,124.172974,7.062734
"POLYGON ((124.167480468749332 7.046379130937694,124.167480468749332 7.057282352971559,124.178466796874289 7.057282352971559,124.178466796874289 7.046379130937693,124.167480468749332 7.046379130937694))",5090,124.172974,7.051831
"POLYGON ((124.167480468749332 7.035475652433012,124.167480468749332 7.046379130937694,124.178466796874289 7.046379130937693,124.178466796874289 7.035475652433011,124.167480468749332 7.035475652433012))",5091,124.172974,7.040927
"POLYGON ((124.167480468749332 7.024571917846356,124.167480468749332 7.035475652433012,124.178466796874289 7.035475652433011,124.178466796874289 7.024571917846355,124.167480468749332 7.024571917846356))",5092,124.172974,7.030024
"POLYGON ((124.167480468749332 7.01366792756662,124.167480468749332 7.024571917846356,124.178466796874289 7.024571917846355,124.178466796874289 7.013667927566618,124.167480468749332 7.01366792756662))",5093,124.172974,7.019120
"POLYGON ((124.167480468749332 7.00276368198273,124.167480468749332 7.01366792756662,124.178466796874289 7.013667927566618,124.178466796874289 7.00276368198273,124.167480468749332 7.00276368198273))",5094,124.172974,7.008216
"POLYGON ((124.167480468749332 6.991859181483673,124.167480468749332 7.00276368198273,124.178466796874289 7.00276368198273,124.178466796874289 6.991859181483673,124.167480468749332 6.991859181483673))",5095,124.172974,6.997311
"POLYGON ((124.167480468749332 6.980954426458475,124.167480468749332 6.991859181483673,124.178466796874289 6.991859181483673,124.178466796874289 6.980954426458474,124.167480468749332 6.980954426458475))",5096,124.172974,6.986407
"POLYGON ((124.167480468749332 6.970049417296212,124.167480468749332 6.980954426458475,124.178466796874289 6.980954426458474,124.178466796874289 6.970049417296211,124.167480468749332 6.970049417296212))",5097,124.172974,6.975502
"POLYGON ((124.167480468749332 6.959144154385998,124.167480468749332 6.970049417296212,124.178466796874289 6.970049417296211,124.178466796874289 6.959144154385998,124.167480468749332 6.959144154385998))",5098,124.172974,6.964597
"POLYGON ((124.167480468749332 6.948238638117,124.167480468749332 6.959144154385998,124.178466796874289 6.959144154385998,124.178466796874289 6.948238638117,124.167480468749332 6.948238638117))",5099,124.172974,6.953691
"POLYGON ((124.167480468749332 6.937332868878429,124.167480468749332 6.948238638117,124.178466796874289 6.948238638117,124.178466796874289 6.937332868878429,124.167480468749332 6.937332868878429))",5100,124.172974,6.942786
"POLYGON ((124.167480468749332 6.926426847059542,124.167480468749332 6.937332868878429,124.178466796874289 6.937332868878429,124.178466796874289 6.926426847059542,124.167480468749332 6.926426847059542))",5101,124.172974,6.931880
"POLYGON ((124.167480468749332 6.915520573049638,124.167480468749332 6.926426847059542,124.178466796874289 6.926426847059542,124.178466796874289 6.915520573049638,124.167480468749332 6.915520573049638))",5102,124.172974,6.920974
"POLYGON ((124.167480468749332 6.90461404723807,124.167480468749332 6.915520573049638,124.178466796874289 6.915520573049638,124.178466796874289 6.904614047238068,124.167480468749332 6.90461404723807))",5103,124.172974,6.910067
"POLYGON ((124.167480468749332 6.893707270014223,124.167480468749332 6.90461404723807,124.178466796874289 6.904614047238068,124.178466796874289 6.893707270014222,124.167480468749332 6.893707270014223))",5104,124.172974,6.899161
"POLYGON ((124.167480468749332 6.882800241767541,124.167480468749332 6.893707270014223,124.178466796874289 6.893707270014222,124.178466796874289 6.88280024176754,124.167480468749332 6.882800241767541))",5105,124.172974,6.888254
"POLYGON ((124.167480468749304 6.871892962887506,124.167480468749332 6.882800241767541,124.178466796874289 6.88280024176754,124.178466796874289 6.871892962887505,124.167480468749304 6.871892962887506))",5106,124.172974,6.877347
"POLYGON ((124.167480468749304 6.860985433763647,124.167480468749304 6.871892962887506,124.178466796874289 6.871892962887505,124.178466796874289 6.860985433763646,124.167480468749304 6.860985433763647))",5107,124.172974,6.866439
"POLYGON ((124.167480468749304 6.850077654785538,124.167480468749304 6.860985433763647,124.178466796874289 6.860985433763646,124.178466796874289 6.850077654785538,124.167480468749304 6.850077654785538))",5108,124.172974,6.855532
"POLYGON ((124.167480468749304 6.839169626342798,124.167480468749304 6.850077654785538,124.178466796874289 6.850077654785538,124.178466796874289 6.839169626342797,124.167480468749304 6.839169626342798))",5109,124.172974,6.844624
"POLYGON ((124.167480468749304 6.828261348825095,124.167480468749304 6.839169626342798,124.178466796874289 6.839169626342797,124.178466796874289 6.828261348825095,124.167480468749304 6.828261348825095))",5110,124.172974,6.833715
"POLYGON ((124.167480468749304 6.817352822622134,124.167480468749304 6.828261348825095,124.178466796874289 6.828261348825095,124.178466796874289 6.817352822622134,124.167480468749304 6.817352822622134))",5111,124.172974,6.822807
"POLYGON ((124.167480468749304 6.80644404812367,124.167480468749304 6.817352822622134,124.178466796874289 6.817352822622134,124.178466796874289 6.806444048123669,124.167480468749304 6.80644404812367))",5112,124.172974,6.811898
"POLYGON ((124.167480468749304 6.795535025719505,124.167480468749304 6.80644404812367,124.178466796874289 6.806444048123669,124.178466796874289 6.795535025719503,124.167480468749304 6.795535025719505))",5113,124.172974,6.800990
"POLYGON ((124.167480468749304 6.784625755799482,124.167480468749304 6.795535025719505,124.178466796874289 6.795535025719503,124.178466796874289 6.78462575579948,124.167480468749304 6.784625755799482))",5114,124.172974,6.790080
"POLYGON ((124.167480468749304 6.773716238753484,124.167480468749304 6.784625755799482,124.178466796874289 6.78462575579948,124.178466796874289 6.773716238753485,124.167480468749304 6.773716238753484))",5115,124.172974,6.779171
"POLYGON ((124.167480468749304 6.762806474971454,124.167480468749304 6.773716238753484,124.178466796874289 6.773716238753485,124.178466796874289 6.762806474971454,124.167480468749304 6.762806474971454))",5116,124.172974,6.768261
"POLYGON ((124.167480468749304 6.751896464843364,124.167480468749304 6.762806474971454,124.178466796874289 6.762806474971454,124.178466796874289 6.751896464843363,124.167480468749304 6.751896464843364))",5117,124.172974,6.757351
